Souce:  Handshake export,,,,,,,,,,,,,,,,,,,,,
Employer ID,Employer Name,Employer Industry,Description,Website,Division,Employment Types,Jobs on Handshake,Job Titles,Majors,Major Groups,Combined Majors,Job Types,School Years,US work authorization required?,Accepts OPT/CPT candidates?,Willing to sponsor candidate?,Does your company have an Indiana facility?,Is your company headquartered in Indiana?,Is your employer a Third Party Recruiter/Staffing Agency?,Does your employer hire freshmen for summer internships?,Is this your employer's first fair to attend at Rose-Hulman?
14862,USG,Manufacturing,"USG Corporation is an industry-leading manufacturer of building products and innovative solutions highlighted by SheetrockÂ®, DurockÂ®, and SecurockÂ® Brands. 

Headquartered in Chicago, USG serves construction markets around the world through its Gypsum, Performance Materials and Ceilings divisions. Its wall, ceiling, flooring, sheathing, and roofing products provide the solutions that enable customers to build outstanding spaces where people live, work, and play.
",http://www.usg.com,,Full-Time,,None,"Chemical Engineering, Civil Engineering, Electrical Engineering, Engineering Management, Mechanical Engineering","Chemical Engineering, Civil/Environmental Engineering, Electrical Engineering, Industrial Engineering, Mechanical Engineering","Biomedical Engineering, Chemical Engineering, Civil Engineering, Computer Engineering, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), Environmental Engineering, Environmental Engineering (MS), Mechanical Engineering, Software Engineering","Cooperative Education, Internship, Job","Alumni, Senior, Junior, Sophomore",TRUE,FALSE,FALSE,Yes,No,No,Yes,No
271458,"Project Associates, Inc.",Scientific and Technical Consulting,"Project Associates is a multi-discipline engineering firm serving industrial clients since 1985.  Project Associates provides engineering services in the Evansville, IN area and extending around the Midwest. Our expertise and experience includes: engineering, design and drafting for the fields of electrical, mechanical, piping, HVAC, automation, chemical, structural, and architectural design. We thrive on long-term partnering relationships with well-established industrial clients, and we are proud of the fact that we continue to perform engineering and design services for our first customer. Project Associates also owns Precision Surveying, an industrial / construction surveying firm.",http://www.projectassociatesinc.com,,Full-Time,,"Mechanical, Electrical, Civil, Structural & Automation Engineers",,"Automation Engineering, Civil/Environmental Engineering, Electrical Engineering, Energy Engineering, Industrial Engineering, Mechanical Engineering, Packaging Engineering","Biomedical Engineering, Chemical Engineering, Civil Engineering, Computational Science, Computer Engineering, Computer Science, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), Environmental Engineering, Environmental Engineering (MS), International Computer Science, Mechanical Engineering, Nanoengineering, Software Engineering, Syst. Engr & Mgmt Internat'l","Internship, Job","Senior, Junior, Sophomore",TRUE,TRUE,FALSE,Yes,Yes,No,Yes,No
32770,SEP,Internet & Software,"SEP is a software product design and development firm specializing in high cost of failure engagements. They provide powerful teams of thoughtful, full-stack developers and designers to bring ideas to life. Founded in 1988, SEP is one of Indianaâ€™s largest software development firms with 170 employees. Their clients span from Fortune 100 to scale-up companies. The company is 100 percent employee-owned through an ESOP and is consistently recognized for its great culture.",http://www.sep.com,,Full-Time,,"Software Engineer, Software Engineering Intern","Computer Engineering, Computer Science, Software Engineering",,"Computer Engineering, Computer Science, Software Engineering","Internship, Job","Senior, Junior, Sophomore, Freshman",TRUE,FALSE,FALSE,Yes,Yes,No,Yes,No
92564,CenterPoint Energy,Utilities and Renewable Energy,"CenterPoint Energy, Inc., headquartered in Houston, Texas, is a domestic energy delivery company that includes electric transmission & distribution, natural gas distribution and energy services operations. With more than 14,000 employees, CenterPoint Energy and its predecessor companies have been in business for more than 140 years.",http://www.centerpointenergy.com/en-us/,,Full-Time,,None,,"Chemical Engineering, Civil/Environmental Engineering, Mechanical Engineering","Chemical Engineering, Civil Engineering, Engineering Design, Environmental Engineering, Environmental Engineering (MS), Mechanical Engineering","Cooperative Education, Internship, Job","Doctorate, Masters, Senior, Junior, Sophomore",TRUE,FALSE,FALSE,Yes,No,No,No,No
35045,"Swenson Technology, Inc.",Manufacturing,SWENSON is the global leader in the design and supply of chemical process equipment for value-based separations.  We specialize in innovative process system for the production of valuable products by evaporation and crystallization.  Come work with experts â€“ grow to be an expert in cutting edge applications like lithium production to help power the energy transition and production of critical chemicals from new chemical and biochemical processes that will reduce human impact on climate.,http://www.swensontechnology.com/,,Full-Time,,Chemical Process Engineer Intern,,"Chemical Engineering, Mechanical Engineering","Chemical Engineering, Engineering Design, Mechanical Engineering","Internship, Job","Alumni, Senior, Junior",FALSE,FALSE,FALSE,No,No,No,No,No
43557,Midcontinent Independent System Operator (MISO),Utilities and Renewable Energy,"MISO is the electric grid operator for 45 million people living in the central United States. The organization ensures power flows reliably and affordably across 15 states and the Canadian province of Manitoba. Additionally, MISO facilitates the buying and selling of electricity in its region and assists with planning the grid of the future.  ",https://www.misoenergy.org/,,Full-Time,,None,,"Computer Engineering, Computer Programming, Computer Science, Computer Systems Networking & Telecommunications, Cyber Security, Data Mining, Data Science, Electrical Engineering, Electrical Engineering Technologies & Technicians, Energy Engineering, Information Systems Management, Mechanical Engineering, Software Design, User Experience/Social Computing","Biomathematics, Chemical Engineering, Computational Science, Computer Engineering, Computer Science, Data Science, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), Environmental Engineering, Environmental Engineering (MS), International Computer Science, Mathematics, Mechanical Engineering, Nanoengineering, Software Engineering, Syst. Engr & Mgmt Internat'l","Internship, Job","Masters of Business Administration, Masters, Senior, Junior, Sophomore",TRUE,FALSE,FALSE,Yes,Yes,No,No,No
14015,DMC Inc.,Other Industries,"DMC is a leading engineering consulting firm, delivering high-caliber engineering and custom software development services globally. Specializing in innovative solutions for manufacturing, testing, and product development, our expertise spans industries from aerospace to consumer-packaged goods to healthcare, and more. Our engineers excel in staying ahead of cutting-edge technologies and delivering top notch solutions. We prioritize technical excellence and cultivate a collaborative environment for independent and team-based work, reflecting our commitment to professional growth and providing forward-thinking solutions to clients. ",http://www.dmcinfo.com/,,Full-Time,,Controls Engineer (Entry Level),,"Automation Engineering, Computer Engineering, Electrical Engineering, General Engineering, Mechanical Engineering","Computational Science, Computer Engineering, Computer Science, Electrical & Computer Engr, Electrical Engineering, Engineering Design, International Computer Science, Mechanical Engineering, Software Engineering",Job,"Masters, Senior",TRUE,FALSE,FALSE,No,No,No,No,No
339764,"Beaty Construction, Inc.",Construction,"Multi-faceted, self-perform contractor with an extensive and diverse portfolio including deep foundations, earth retention systems, underpinning, low headroom construction, large excavations, pedestrian trails, environmental remediation, civil works, and demolition, located in Boggstown, IN.  We have design-build capabilities with our in-house engineering staff.  No matter the size of the project or client, our dedication to producing excellence safely, on time, and on budget never changes.",https://www.beatyinc.com/,,,,Summer project engineer intern,,,,Internship,"Senior, Junior, Sophomore, Freshman",TRUE,TRUE,TRUE,Yes,Yes,No,Yes,No
176991,OrthoWorx - ThinkOrtho,Medical Devices,"Formed in 2009 with initial funding from the Lilly Endowment, OrthoWorx
(www.orthoworxindiana.com) is a community-based initiative that works strategically and collaboratively with the orthopedic industry, life sciences partners and regional stakeholders to advance the orthopedic industry for generations to come. Through a spirit of innovation and community, OrthoWorx advances its mission though three initiatives: Talent Development, Talent Attraction and Innovation. 

Think purpose.
Think opportunity.
Think ortho.",http://www.thinkortho.net,,Full-Time,,Various full-time roles in engineering and summer internships,,"Automation Engineering, Biochemistry, Biology, Biomedical Engineering, Biotechnology, Business Administration & Management, Business Analytics, Chemical Engineering, Computer Engineering, Computer Engineering Technologies & Technicians, Computer Programming, Computer Science, Computer Systems Networking & Telecommunications, Cyber Security, Data Mining, Data Science, Drafting/Design Engineering Technologies & Technicians, Electrical/Electronics Maintenance and Repair Technologies, Electrical Engineering, Electrical Engineering Technologies & Technicians, Electromechanical Instrumentation and Maintenance Technologies & Technicians, Finance & Financial Management, General Engineering, Industrial Engineering, Industrial Production Technologies & Technicians, Information Systems Management, International Business, Management Science, Materials Science & Engineering, Mechanical Engineering, Mechanical Engineering Technologies & Technicians, Metalworking and Plasticworking, Microbiology, Network Engineering, Operations Management, Packaging Engineering, Quality Control and Safety Technologies & Technicians, Sales, Science Technologies & Technicians, Software Design, Supply Chain Management, User Experience/Social Computing","Applied Biology, Applied Optics, Biochemistry, Biochemistry & Molecular Biology, Biochem & Molecular Biology, Biology, Biomathematics, Biomedical Engineering, Chemical Engineering, Chemistry, Civil Engineering, Computational Science, Computer Engineering, Computer Science, Data Science, Economics, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), Engineering Physics, Environmental Engineering, Environmental Engineering (MS), International Computer Science, International Studies, Mathematics, Mechanical Engineering, Nanoengineering, Optical Engineering, Physics, Software Engineering, Syst. Engr & Mgmt Internat'l",Internship,"Doctorate, Masters of Business Administration, Masters, Senior, Junior, Sophomore, Freshman",TRUE,TRUE,FALSE,Yes,Yes,Yes,Yes,No
10174,Dexter Axle,Manufacturing,"Dexter, is the premier manufacturer and supplier of axles, suspension, brakes, doors, venting products, trailer parts, accessories, and towing components serving the commercial trailer, RV, heavy-duty, marine, agriculture, and manufactured housing markets.
 
Headquartered in Elkhart, Indiana, Dexter employs over 3,000 people throughout the U.S. and Canada, operates 20 manufacturing facilities, and distributes trailer parts and accessories through over 50 company-owned distribution locations.  Employing state-of-the-art robotics, precision welding equipment, and automated machining processes, Dexter has achieved many years of success through a commitment to the principles of superior quality, continuous improvement, and unparalleled customer service.
 
For more information about our company, access Dexter's web site at www.dextergroup.com.",http://www.dexteraxle.com,,,"MECHANICAL ENGINEERING INTERN - SUMMER 2026, QUALITY INTERN - SUMMER 2026","MECHANICAL ENGINEERING INTERN - SUMMER 2026, QUALITY INTERN - SUMMER 2026",,"Business Administration & Management, Business Analytics, Computer Science, Data Science, Electrical Engineering, Finance & Financial Management, Industrial Engineering, Mechanical Engineering, Supply Chain Management","Biomathematics, Biomedical Engineering, Chemical Engineering, Computational Science, Computer Engineering, Computer Science, Data Science, Economics, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), International Computer Science, Mathematics, Mechanical Engineering, Software Engineering, Syst. Engr & Mgmt Internat'l",Internship,"Senior, Junior, Sophomore",TRUE,FALSE,FALSE,Yes,Yes,No,No,No
23920,"Commonwealth Engineers, Inc.",Civil Engineering,"In 1974, Commonwealth Engineers, Inc. opened its doors and made a commitment to become the most comprehensive environmental engineering and consulting firm in the State of Indiana. Now ranked as one of the top engineering firms in the state, we have earned our reputation by serving our clientsâ€™ needs with quality services and top-notch customer service.

Over forty years later, our commitment and dedication has grown even stronger, as we continue to serve cities, towns, counties, special purpose districts, not-for-profits, and private industries throughout the State of Indiana.

Unlike many other engineering firms, we specialize in environmental engineering with a specific focus on water resources including potable water, wastewater, and stormwater. Commonwealth also provides services associated with general civil, environmental, and transportation engineering as well as mechanical & instrumentation control and design, including facility energy audit capabilities. Weâ€™ve developed a depth of experience that few others can match.  

Commonwealth Engineers employs a wide range of talented people to meet the needs of your project. Integrated with our engineering team, our specialized staff includes planners, environmental scientists, and regulatory coordinators, as well as an experienced support staff. With this team, we can quickly and efficiently meet the most stringent schedules within budget.  
",http://www.commonwealth-engineers.com,,Full-Time,,Entry Level Civil/Environmental Engineer,,Civil/Environmental Engineering,"Civil Engineering, Environmental Engineering, Environmental Engineering (MS)","Internship, Job","Alumni, Masters, Senior, Junior, Sophomore",TRUE,FALSE,FALSE,Yes,Yes,No,No,No
558499,Guardian Bikes,Manufacturing,"Guardian Bikes was created to improve millions of families' lives across the globe by making bikes safer for kids. Our initial focus is on the market of 11M kidâ€™s bikes sold every year in the United States, most of which we believe are unsafe for kids.

We aired on ABCs hit show Shark Tank and are backed by self-made billionaire investor Mark Cuban.

All Guardian Bikes come equipped with our patented and award-winning SureStop Brake System, allowing parents to rest easy knowing their kids have a safer, smarter, simpler brake system.

Guardian has also created several innovations which allow us to successfully sell 100% direct to consumer, and weâ€™re excited to be building a highly differentiated, digitally native vertical brand in the bike industry.

Join the Guardian Bikes team as we continue to give kids the safety and fun they deserve, bring parents peace of mind, and bring much needed change to how the bike industry currently operates.",https://guardianbikes.com,,Full-Time,,"Engineering, Robotic Technicians ",,"Automation Engineering, General Engineering, Industrial Engineering, Mechanical Engineering","Biomedical Engineering, Computational Science, Computer Engineering, Computer Science, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), International Computer Science, Mechanical Engineering, Software Engineering","Internship, Job",,TRUE,FALSE,TRUE,Yes,Yes,No,Yes,No
349916,Heartland FPG,CPG - Consumer Packaged Goods,"Heartland FPG is the global leader in the production of Cold Brew coffee, sweeteners, liquid water enhancers, and other aseptically processed products. ",https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=a9d8429a-5356-4228-86f5-cd2dac5863b5,,Full-Time,,None,,"Biomedical Engineering, Business Administration & Management, Chemical Engineering, Food Industry Management, Mechanical Engineering, Operations Management, Packaging Engineering, Sales, Supply Chain Management","Applied Biology, Applied Optics, Biochemistry, Biochemistry & Molecular Biology, Biochem & Molecular Biology, Biology, Biomathematics, Biomedical Engineering, Chemical Engineering, Chemistry, Civil Engineering, Computational Science, Computer Engineering, Computer Science, Data Science, Economics, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), Engineering Physics, Environmental Engineering, Environmental Engineering (MS), International Computer Science, International Studies, Mathematics, Mechanical Engineering, Nanoengineering, Optical Engineering, Physics, Software Engineering, Syst. Engr & Mgmt Internat'l","Internship, Job","Alumni, Masters, Senior, Junior, Sophomore",TRUE,FALSE,FALSE,Yes,Yes,No,No,No
343664,"Matrix Design Group, LLC",Other Industries,"Matrix Design Group LLC is a safety and productivity technology leader for mining and industrial applications. We provide a hardware, software and analytics platform that delivers leading-edge products and actionable insights to our operators.

Our innovative product lines include collision avoidance and proximity detection systems, high-speed network solutions, atmospheric monitoring devices and industrial-grade lighting .

Matrixâ€™s innovation has been demonstrated by winning the NIOSH Mine Safety & Health Technology Innovation Awards in 2020 for OmniProÂ® and 2021 for an enhanced IntelliZoneÂ® proximity detection system for underground haulage. In September 2024, our OmniPro Vision AI collision avoidance systems was named the  OH&S Product of the Year.",http://matrixteam.com,Engineering,"Full-Time, Part-Time",,None,,,,"Internship, Job","Senior, Junior, Sophomore",TRUE,FALSE,FALSE,Yes,Yes,No,Yes,No
115111,Belden Inc.,Manufacturing,"Belden is an industry-leading global connectivity, automation, and cybersecurity innovator. We complete the connections between information and intelligence. We build the infrastructure that empowers new and better ways of working and living. From smart buildings that run more sustainably to uninterrupted uptimes and streaming speeds, our customers count on us to deliver a resilient foundation-one that's ready to support today's digital demands and shape the digital reality ahead. Weâ€™re proud to engineer & manufacture essential technology solutions that drive transformation. 
As a â€œGreat Place to Workâ€ certified organization, we offer early career opportunities including summer internships and leadership development programs. Propel your career surrounded by a diverse, goal-oriented team who is pursuing the next generation of connectivity solutions. Together, weâ€™ll continue on a journey to build a safer, more connected, better world as we pave the way for automation and create the solutions of tomorrow. Join us and letâ€™s build the future.",https://careers.belden.com/,,Full-Time,,"R&D Engineering Launch: ECLP, R&D Engineering Intern, Operations Intern",,"Chemical Engineering, Electrical Engineering, Industrial Engineering, Materials Science & Engineering, Mechanical Engineering","Biomedical Engineering, Chemical Engineering, Computer Engineering, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), Mechanical Engineering, Software Engineering","Internship, Job","Senior, Junior",TRUE,FALSE,FALSE,Yes,No,No,Yes,No
333061,"TLF, Inc.",Civil Engineering,"TLF, Inc. is a consulting engineering firm located on the northwest side of Indianapolis with a branch office in Fort Wayne.  Since 1991, commercial, institutional and manufacturing clients have turned to TLF for engineering solutions.   Today, as one of Indiana's leading engineering firms, we continue to deliver innovative solutions for today's engineering challenges.   

TLF has established a reputation for high quality and innovative engineering, completed in a timely manner, with excellent cost control and service to our client.  TLFâ€˜s commitment to total client satisfaction has proven to be successful with many of our clients.  TLF is accustomed to collaboratively working on teams with numerous owners, architects, engineers, and contractors.  

TLF is dedicated to the concept of the owners being actively involved in all aspects of engineering on a project.  Our owners are distinguished leaders in facility planning and construction design, who uphold the firmâ€™s reputation through teamwork and empowerment, providing quality engineering products and superb customer service.  Our Engineering Team includes degreed professionals with training and experience in structural engineering and architectural design, building construction, project management, project budgeting and scheduling, value engineering, and a commitment to quality.  

Specialties:  Site/Civil Engineering, Landscape Architecture, Structural Engineering, Industrial Facility Design and Project Management",http://www.tlf-engineers.com,,Full-Time,"Structural Staff Engineer, Staff Engineer Site Development, Engineering Internship","Structural Staff Engineer, Staff Engineer Site Development, Engineering Internship",,,,"Cooperative Education, Internship, Job","Alumni, Second Year Community / Technical College, Masters, Senior, Junior, Sophomore",TRUE,TRUE,TRUE,Yes,Yes,No,Yes,No
297620,Garmong Construction Services,Construction,"Garmong Construction offers nearly a century of construction experience and over 1,000,000 man-hours of grit in our wrinkles (wrinkles weâ€™re proud of), as well as an innovative spirit (ammunition boxes during WWII), and today we are one of the leading Construction Management companies in Indiana. Design-Build and General Contracting services are second nature to us as well. We remain family-owned (fourth generation), and have offices in Terre Haute, Evansville and Indianapolis.",http://garmong.net/,,Full-Time,,Project Engineers,,,,"Internship, Job","Senior, Junior, Sophomore",TRUE,TRUE,TRUE,Yes,Yes,No,Yes,No
97616,Civil Design Inc.,Civil Engineering,"A certified Woman Business Enterprise, Civil Design, Inc. is a civil engineering firm of 150+ team members committed to building stronger communities in the markets we serve. Areas of focus include site development, surveying, transportation, water resources, structures and infrastructure & analytics. Civil Design Inc. is in its 29th year in business and has offices in St. Louis, MO, Jefferson City, MO, Collinsville, IL, Effingham, IL, Louisville, KY, and Prestonsburg, KY.  ",http://civildesigninc.com/,,"Full-Time, Part-Time",,Civil Engineer,Civil Engineering,Civil/Environmental Engineering,"Civil Engineering, Environmental Engineering, Environmental Engineering (MS)","Cooperative Education, Internship, Job","Alumni, Masters, Senior, Junior, Sophomore, Freshman",TRUE,FALSE,TRUE,No,No,No,Yes,No
296893,CrossRoad Engineers PC,Civil Engineering,"CrossRoad Engineers is a civil engineering firm with a focus in transportation and development consulting based in Beech Grove, Indiana. Established in 1995, CrossRoad Engineers helps clients build quality infrastructure across the state, providing a variety of services such as residential and commercial site development design, surveying, road and bridge design, right-of-way engineering and roundabout analysis and design.",https://www.crossroadengineers.com,,,,2026 Summer Internship ,,Civil/Environmental Engineering,"Civil Engineering, Environmental Engineering, Environmental Engineering (MS)","Cooperative Education, Internship","Senior, Junior, Sophomore, Freshman",TRUE,TRUE,FALSE,Yes,Yes,No,Yes,No
512682,Process Alliance LLC,Pharmaceuticals,"Process Alliance is a consulting firm that partners with life sciences companies to deliver practical, hands-on solutions in pharmaceutical manufacturing. Headquartered in Franklin, Indiana, the firm provides expertise in engineering, validation, automation, and operational support, with a focus on compliance, quality, and execution. Since its founding in 2018, Process Alliance has worked alongside clients to solve complex challenges, drive efficiency, and meet regulatory expectations. The company is also committed to developing future leaders in the industry through mentorship, training, and career development programs. With a growing presence across the U.S. and internationally, Process Alliance is known for its collaborative approach and focus on real-world results.",https://www.processalliance.com/,,Full-Time,,None,,"Biochemistry, Biology, Biomedical Engineering, Chemical Engineering, Chemistry, Mechanical Engineering, Microbiology, Packaging Engineering","Applied Biology, Biochemistry, Biochemistry & Molecular Biology, Biochem & Molecular Biology, Biology, Biomedical Engineering, Chemical Engineering, Chemistry, Computer Engineering, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), Mechanical Engineering, Software Engineering","Internship, Job","Masters, Senior, Junior",TRUE,TRUE,FALSE,Yes,Yes,No,No,No
190936,Indesign,Other Industries,"Voted Indy's #1 small company to work for in 2023 and #2 in 2024, Indesign is a multi-discipline engineering design firm with an award-winning culture. With a variety of clients from start-ups to Fortune 100 companies, interns and employees gain a variety of experience. Indesign specializes in electrical, RF/wireless, firmware, and mechanical design. Indesign also offers services in systems engineering, project management, and product validation testing. With complete product development capabilities, Indesign helps clients get their new product ideas into the market quickly and is committed to providing engineering excellence. Indesign is also committed to supporting a healthy work life balance for its employees/interns and offers a wide variety of benefits, team activities, community outreach, and wellness opportunities. Interns get the opportunity to take part in TechPointâ€™s Xtern program, which includes professional growth, summer housing, and more. 

""At Indesign you'll be responsible, making decisions, designing hands on, and experiencing a healthy variety of work. You won't just be mindlessly waiting for 5pm..."" Alex W., Indesign RF/EE engineer.
",http://www.indesign-llc.com,,Full-Time,,None,"Computer Engineering, Electrical Engineering",,"Computer Engineering, Electrical Engineering","Cooperative Education, Internship","Senior, Junior",TRUE,FALSE,FALSE,Yes,Yes,No,No,No
10559,Cives Steel Company,Manufacturing,"Cives, an employee owned company,  is one of the largest and most successful structural steel and plate fabricators in North America. This success comes from our ability to transform complex designs into magnificent structures of both lasting beauty and  structural integrity, time and again.
Our quality is born out of our commitment to   teamwork, integrity, expertise, and the financial strength to grow with the needs of our customers.
",http://www.cives.com,Midwest Division,Full-Time,,Project Engineer,,,,"Internship, Job","Senior, Junior",TRUE,FALSE,TRUE,Yes,No,No,Yes,No
343093,myhELO,Internet & Software,"What if patients, doctors, and hospitals all used a single, simple digital health record? Now they can! In a world where patient health records are fragmented across dozens of systems, myhELO brings all that into one central location, owned by the patient. We have an incredible team of engineers using the latest technology to make it all happen. We're solving tough problems every day in an effort to make a lasting and meaningful difference in healthcare.",https://www.myhelo.com,,Full-Time,,Software Developer,,"Computer Programming, Computer Science, Computer Systems Networking & Telecommunications, Cyber Security, Data Mining, Data Science, Information Systems Management, Software Design, User Experience/Social Computing","Biomathematics, Computational Science, Computer Engineering, Computer Science, Data Science, Electrical & Computer Engr, Engineering Design, International Computer Science, Mathematics, Software Engineering, Syst. Engr & Mgmt Internat'l",Job,"Masters, Senior",TRUE,FALSE,FALSE,Yes,Yes,No,No,No
293361,Mueller Water Products,Manufacturing,"Since 1857, the Mueller name has become known for innovative water distribution products of superior quality, many of which have become industry standards.  This leadership position has resulted in our valves or hydrants being specified in the 100 largest metropolitan areas in the United States.  We also provide distribution products for the natural gas industry.  Our products enable utilities to regulate the flow of water and gas as they are transmitted from source to customer.  Mueller Co. is a subsidiary of Mueller Water Products, Inc. (NYSE: MWA).

We catalog thousands of items to suit the needs of virtually any water system application, and for use with any water main or service line pipe material. MuellerÂ® Water Distribution Products are available through Authorized Mueller Stocking Distributors in all parts of the United States, and are sold around the world through qualified representatives.",http://www.muellercompany.com,,Full-Time,,None,,"Automation Engineering, Electrical Engineering, General Engineering, Industrial Engineering, Materials Science & Engineering, Mechanical Engineering","Biomedical Engineering, Chemical Engineering, Computational Science, Computer Engineering, Computer Science, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), International Computer Science, Mechanical Engineering, Software Engineering","Internship, Job","Senior, Junior, Sophomore, Freshman",TRUE,TRUE,TRUE,No,No,No,Yes,No
18339,ARCO,Construction,"ARCO is a nationally ranked design-build leader in the construction industry, and our exemplary work requires the best talent. We are looking for Intern, Co-op, and Entry-level candidates interested in acquiring hands-on experience in a high-energy culture where you will be a valued team member contributing to extraordinary construction projects.

Our structured and comprehensive Internship/Co-op program enables you to work alongside ARCO leaders in one of our 30+ offices and in the field, learning and assisting with jobs across industry types in major markets nationwide. You'll be highly involved in various project types and gain in-depth knowledge in project management, engineering, safety, architecture, design, and technology.

Are you ready for a best-in-class Internship, Co-op, or Entry-level experience with a design-build leader that includes applied experience in a work hard/play hard, fun culture? ARCO's unique opportunities will complement your degree and prepare you to hit the ground running upon graduation. Apply today!
",https://thearcoway.com/,,Full-Time,"Project Manager Co-op (Spring/Summer 2026), Construction Project Manager Intern (Summer 2026), Project Manager Co-op (Summer/Fall 2026), Construction Superintendent Intern (Summer 2026), Construction Project Manager","Project Manager Co-op (Spring/Summer 2026), Construction Project Manager Intern (Summer 2026), Project Manager Co-op (Summer/Fall 2026), Construction Superintendent Intern (Summer 2026), Construction Project Manager",,"Civil/Environmental Engineering, Construction Management, Mechanical Engineering","Civil Engineering, Engineering Design, Engineering Management, Engineering Management (MS), Environmental Engineering, Environmental Engineering (MS), Mechanical Engineering","Cooperative Education, Internship","Senior, Junior, Sophomore, Freshman",TRUE,TRUE,TRUE,Yes,No,No,Yes,No
52417,"Wiss, Janney, Elstner Associates, Inc.",Civil Engineering,"Wiss, Janney, Elstner Associates (WJE), is a global firm of engineers, architects, and materials scientists committed to helping solve, repair, and avoid problems in the built world. Since 1956, our applied experience from more than 175,000 projects and our state-of-the-art laboratory and testing facilities have made WJE a leader in providing innovative yet practical solutions to the clients we serve. Visit WJE.com to learn more.",https://www.wje.com/careers,,Full-Time,,None,Civil Engineering,Architecture,Civil Engineering,"Internship, Job","Alumni, Doctorate, Masters, Senior, Junior",TRUE,TRUE,TRUE,Yes,No,No,No,No
379807,V2X,Defense,"The Vertex Company is a services solutions provider that operates as a federal government prime contractor.  With over 7,000 employees in 200 locations worldwide, the Mississippi-based company offers vertically integrated solutions for defense and commercial customers.

Delivering integrated turnkey lifecycle support from concept definition, to engineering and manufacturing, through the end-of-life support of complex systems and platforms, Vertex offerings include all levels of aviation maintenance, worldwide contractor logistics support, systems engineering and integration, specialized onsite mission execution, high consequence training programs for defense and commercial customers, and integrated supply-chain solutions.  Over our 50-year history, we have perfected the balance of cost, schedule, and performance to offer high-quality solutions that consistently exceed customer requirements.
",https://gov2x.com/,,"Full-Time, Part-Time",,None,,,,"Internship, Job","Masters, Senior, Junior, Sophomore",TRUE,FALSE,FALSE,Yes,No,No,Yes,No
467583,Thieneman Construction,Civil Engineering,"Thieneman Construction, Inc. (TCI) is dedicated to helping our clients develop innovation solutions in search of a brighter future.  At Thieneman, we know that relationships are built on trust through hard work, integrity, and commitment to the industry by providing the highest quality service to the water and wastewater industry markets. Thieneman has set itself apart from other construction contractors by taking the lead in building affordable infrastructure improvements that meet todayâ€™s most challenging environmental and health issues by collaborating with industry experts, equipment manufacturers, regulators, and client owners to advance our technical expertise. We have 3 offices in Indiana- New Albany, Westfield, Merrillville.",https://thieneman.solutions/,,Full-Time,,"project engineer, project managers, field engineer, project coordinator",,,,"Experiential Learning, Internship, Job","Alumni, Second Year Community / Technical College, First Year Community / Technical College, Masters, Senior, Junior, Sophomore, Freshman",TRUE,FALSE,FALSE,Yes,Yes,No,Yes,No
50248,Altec Industries,Manufacturing,"Altec is a leading provider of products and services to the electric utility, telecommunications and contractor markets. We provide products and services in over 100 countries throughout the world. For over 92 years, Altec has been a company committed to excellence! Our products are the industry leaders and are consistently raising the bar through innovative product design, integrated safety features, and continued dedication to total customer satisfaction. ",http://www.altec.com,,"Full-Time, Part-Time",,"Manufacturing Engineering Co-Op, Design Product Engineering Co-Op, Controls Engineering Co-Op, Manufacturing Engineering New Grad, Product Design Engineering New Grad, Core Controls Engineering New Grad",,"Aerospace Engineering, Agriculture & Biological Engineering, Computer Engineering, Computer Programming, Computer Science, Electrical Engineering, General Engineering, Industrial Engineering, Materials Science & Engineering, Mechanical Engineering, Software Design","Biochemistry, Biochemistry & Molecular Biology, Biology, Biomedical Engineering, Chemical Engineering, Computational Science, Computer Engineering, Computer Science, Data Science, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), International Computer Science, Mechanical Engineering, Nanoengineering, Optical Engineering, Software Engineering","Cooperative Education, Internship, Job","Senior, Junior, Sophomore, Freshman",TRUE,FALSE,FALSE,No,No,No,No,No
